,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
95,Applications of network analysis for adaptive management of artificialdrainage systems in landscapes vulnerable to sea level rise,"Poulter, Benjamin; Goodall, Jonathan L; Halpin, Patrick N","Summary The vulnerability of coastal landscapes to sea level rise iscompounded by the existence of extensive artificial drainage networksinitially built to lower water tables for agriculture, forestry, and humansettlements. These drainage networks are found in landscapes with littletopographic relief where channel flow is characterized by bi-directionalmovement across multiple time-scales and related to precipitation, wind,and tidal patterns. The current configuration of many artificial drainagenetworks exacerbates impacts associated with sea level rise such assalt-intrusion and increased flooding. This suggests that in theshort-term, drainage networks might be managed to mitigate sea level riserelated impacts. The challenge, however, is that hydrologic processes inregions where channel flow direction is weakly related to slope andtopography require extensive parameterization for numerical models whichis limited where network size is on the order of a hundred or morekilometers in total length. Here we present an application of graphtheoretic algorithms to efficiently investigate network propertiesrelevant to the management of a large artificial drainage system incoastal North Carolina, USA. We created a digital network modelrepresenting the observation network topology and four types of drainagefeatures (canal, collector and field ditches, and streams). We appliedbetweenness-centrality concepts (using Dijkstra’s shortest path algorithm)to determine major hydrologic flowpaths based off of hydraulic resistance.Following this, we identified sub-networks that could be managedindependently using a community structure and modularity approach. Lastly,a betweenness-centrality algorithm was applied to identify major shorelineentry points to the network that disproportionately control water movementin and out of the network. We demonstrate that graph theory can be appliedto solving management and monitoring problems associated with sea levelrise for poorly understood drainage networks in advance of numericalmethods.",2008,,J. Hydrol.,357,3,207-217,,10.1016/j.jhydrol.2008.05.022,,#243,Poulter 2008,,
96,Salinity effects on greenhouse gas emissions from wetland soils arecontingent upon hydrologic setting: a microcosm experiment,"Ardón, Marcelo; Helton, Ashley M; Bernhardt, Emily S","Coastal forested wetlands provide important ecosystem services such ascarbon sequestration, nutrient retention, and flood protection, but theyare also important sources of greenhouse gas emissions. Humanappropriation of surface water and extensive ditching and draining ofcoastal plain landscapes are interacting with rising sea levels toincrease the frequency and magnitude of saltwater incursion into formerlyfreshwater coastal wetlands. Both hydrologic change and saltwaterincursion are expected to alter carbon and nutrient cycling in coastalforested wetlands. We performed a full factorial experiment in which weexposed intact soil cores from a coastal forested wetland to experimentalmarine salt treatments and two hydrologic treatments. We measured theresulting treatment effects on the emissions of carbon dioxide (CO2),methane (CH4), and nitrous oxide (N2O) over 112 days. Salinity effectswere compared across four treatments to isolate the effects of increasesin ionic strength from the impact of adding a terminal electron acceptor(SO42−). We compared control treatments (DI addition), to artificialsaltwater (ASW, target salinity of 5 parts per thousand) and to twotreatments that added sulfate alone (SO42−, at the concentration found in5 ppt saltwater) and saltwater with the sulfate removed (ASW-SO42−, withthe 5 ppt target salinity maintained by adding additional NaCl). We foundthat all salt treatments suppressed CO2 production, in both drought andflooded treatments. Contrary to our expectations, CH4 fluxes from ourflooded cores increased between 300 and 1200% relative to controls in theASW and ASW-SO42− treatments respectively. In the drought treatments, wesaw virtually no CH4 release from any core, while artificial seawater withsulfate increased N2O fluxes by 160% above DI control. In contrast, saltand sulfate decreased N2O fluxes by 72% in our flooded treatments. Ourresults indicate that salinization of forested wetlands of the coastalplain may have important climate feedbacks resulting from enhancedgreenhouse gas emissions and that the magnitude and direction of theseemissions are contingent upon wetland hydrology.",2018,,Biogeochemistry,140,2,217-232,,10.1007/s10533-018-0486-2,,#246,Ardón 2018,,
97,Fighting the inevitable: infrastructure investment and coastal communityadaptation to sea level rise,"Woodruff, Sierra; BenDor, Todd K; Strong, Aaron L",,2018,,System Dynamics Review,34,1-2,48-77,,,,#248,Woodruff 2018,,
98,The impacts of climate change on tribal traditional foods,"Lynn, Kathy; Daigle, John; Hoffman, Jennie; Lake, Frank; Michelle, Natalie; Ranco, Darren; Viles, Carson; Voggesser, Garrit; Williams, Paul","American Indian and Alaska Native tribes are uniquely affected by climatechange. Indigenous peoples have depended on a wide variety of nativefungi, plant and animal species for food, medicine, ceremonies, communityand economic health for countless generations. Climate change stands toimpact the species and ecosystems that constitute tribal traditional foodsthat are vital to tribal culture, economy and traditional ways of life.This paper examines the impacts of climate change on tribal traditionalfoods by providing cultural context for the importance of traditionalfoods to tribal culture, recognizing that tribal access to traditionalfood resources is strongly influenced by the legal and regulatoryrelationship with the federal government, and examining the multi-facetedrelationship that tribes have with places, ecological processes andspecies. Tribal participation in local, regional and national climatechange adaption strategies, with a focus on food-based resources, caninform and strengthen the ability of both tribes and other governmentalresource managers to address and adapt to climate change impacts.",2014,,"Climate Change and Indigenous Peoples in the United States: Impacts,Experiences and Actions",,,37-48,,10.1007/978-3-319-05266-3_4,,#251,Lynn 2014,,
100,The impact of sea-level rise on saltwater intrusion for barrier-island aquifers in North Carolina,"Fiori, N.; Anderson Jr, W.P.","Saltwater intrusion is an increasing problem for coastal aquifers due to rising sea levels, especially in areas of low hydraulic gradient, such as barrier-island aquifer systems. Large-scale studies are particularly useful for identifying trends in the effects of sea-level rise, especially for relatively understudied barrier-island aquifers. The barrier islands of coastal North Carolina, U.S.A., lie in a hot spot of sea level rise, where rates are projected to exceed global means throughout this century. Herein, we present a study of the effects of sea-level rise using four primary study sites, each with varying hydraulic properties, island width, and rates of sea-level rise. We use these sites to understand the viability of barrier-island aquifers in North Carolina, but also to understand in general the factors that are most important to the future viability of all barrier-island aquifers. We utilize a one-dimensional steady-state analytical model that allows the calculation of the position of the toe of the saltwater wedge at the base of the aquifer while limiting a rise in the water table. We determine the position of the toe for various sea-level projections up to the year 2100 and utilize this parameter as an assessment of the viability of the aquifer. Our findings suggest that higher island width and lower hydraulic conductivity are the most sensitive parameters and help to limit the effects of sea-level rise on aquifer viability. Aquifer risk maps calculated for the entire North Carolina coast, which equate risk with the position of the toe relative to island width, demonstrate that sea-level rise is projected to have increasing impact on aquifer viability over time, but that areas with narrower width and higher sea-level rise rates are the most vulnerable. © 2022 Elsevier Ltd",2022,,Cont. Shelf Res.,244,,,,10.1016/j.csr.2022.104789,,#15188,Fiori 2022,,
101,Year-around survey and manipulation experiments reveal differential sensitivities of soil prokaryotic and fungal communities to saltwater intrusion in Florida Everglades wetlands,"Zhao, J.; Chakrabarti, S.; Chambers, R.; Weisenhorn, P.; Travieso, R.; Stumpf, S.; Standen, E.; Briceno, H.; Troxler, T.; Gaiser, E.; Kominoski, J.; Dhillon, B.; Martens-Habbena, W.","Global sea-level rise is transforming coastal ecosystems, especially freshwater wetlands, in part due to increased episodic or chronic saltwater exposure, leading to shifts in biogeochemistry, plant- and microbial communities, as well as ecological services. Yet, it is still difficult to predict how soil microbial communities respond to the saltwater exposure because of poorly understood microbial sensitivity within complex wetland soil microbial communities, as well as the high spatial and temporal heterogeneity of wetland soils and saltwater exposure. To address this, we first conducted a two-year survey of microbial community structure and bottom water chemistry in submerged surface soils from 14 wetland sites across the Florida Everglades. We identified ecosystem-specific microbial biomarker taxa primarily associated with variation in salinity. Bacterial, archaeal and fungal community composition differed between freshwater, mangrove, and marine seagrass meadow sites, irrespective of soil type or season. Especially, methanogens, putative denitrifying methanotrophs and sulfate reducers shifted in relative abundance and/or composition between wetland types. Methanogens and putative denitrifying methanotrophs declined in relative abundance from freshwater to marine wetlands, whereas sulfate reducers showed the opposite trend. A four-year experimental simulation of saltwater intrusion in a pristine freshwater site and a previously saltwater-impacted site corroborated the highest sensitivity and relative increase of sulfate reducers, as well as taxon-specific sensitivity of methanogens, in response to continuously pulsing of saltwater treatment. Collectively, these results suggest that besides increased salinity, saltwater-mediated increased sulfate availability leads to displacement of methanogens by sulfate reducers even at low or temporal salt exposure. These changes of microbial composition could affect organic matter degradation pathways in coastal freshwater wetlands exposed to sea-level rise, with potential consequences, such as loss of stored soil organic carbon. © 2022 Elsevier B.V.",2023,,Sci. Total Environ.,858,,,,10.1016/j.scitotenv.2022.159865,,#15193,Zhao 2023,,
102,Impact of Coastal Marsh Eco-Geomorphologic Change on Saltwater Intrusion Under Future Sea Level Rise,"Zhang, Y.; Svyatsky, D.; Rowland, J.C.; Moulton, J.D.; Cao, Z.; Wolfram, P.J.; Xu, C.; Pasqualini, D.","Coastal saltwater intrusion (SWI) is one key factor that affects the hydrology, ecology, and biogeochemistry of coastal ecosystems. Future climate change, especially intensified sea level rise (SLR), is expected to trigger SWI to encroach on coastal freshwater aquifers more intensively. Numerous studies have investigated decadal/century scale SWI under SLR by assuming a static coastal landscape topography. However, coastal landscapes are highly dynamic in response to SLR, and the impact of coastal landscape evolution on SWI has received very little attention. Thus, this study used a coastal marsh landscape as an example and investigated how coastal marsh evolution affects future SWI with a physically-based coastal hydro-eco-geomorphologic model, Advanced Terrestrial Simulator. Our numerical experiments showed that it is very likely that the marsh elevation increases with future SLR due to sediment deposition, and a depression zone is formed due to different marsh accretion rates between the ocean boundary and the inland. We found that marsh accretion may significantly reduce the surface saltwater inflow at the ocean boundary, and the evolved topographic depression zone may prolong the residence time of surface ponded saltwater, affecting subsurface salinity distribution differently. We also predicted that marshlands may become more sensitive to upland freshwater supply under future SLR, compared with previous predictions without marsh evolution. This study demonstrates the importance of coastal evolution to coastal freshwater-saltwater interaction. The eco-geomorphologic effect may not be ignored when evaluating coastal SWI under SLR at decadal or century scales. © 2022 The Authors.",2022,,Water Resour. Res.,58,5,,,10.1029/2021WR030333,,#15222,Zhang 2022,,
103,A phenology- and trend-based approach for accurate mapping of sea-level driven coastal forest retreat,"Chen, Y.; Kirwan, M.L.","The rapid replacement of upland forest by encroaching marshland is a striking manifestation of global sea-level rise (SLR). Timely and high-resolution information on the location and extent of transition forest (the ecotone between upland forest and marsh where tree mortality due to seawater intrusion begins) is fundamental to understanding the processes and patterns of SLR-driven landscape reorganization. Despite its significance, accurate characterization of salt-impacted transition forest remains challenging due to the complexity of coastal environments, scarcity of ground-truth data, and the lack of effective mapping algorithms. Here we use the full archive of Landsat images between 1984 and 2021 to investigate the spectral, temporal, and phenological characteristics of transition forest, and develop a robust framework for monitoring coastal vegetation shifts in the mid-Atlantic U.S., a global SLR hotspot. We found that transition forest exhibits strong negative NDVI trends and a deviation of land surface phenology from marsh and upland forest that distinguishes itself from surrounding vegetation. By integrating temporal trends and land surface phenology, our results demonstrate superior discrimination between marsh and coastal forests to existing map products (e.g. NOAA Coastal Change Analysis Program, National Land Cover Database) that allows a reliable identification of the coastal treeline. We applied the approach to map regional land cover in 1985, 2000 and 2020 (overall classification accuracy >92%) and found that the area of coastal forest decreased by 22.0% from 1985 to 2020, the majority of which transitioned to marshland (92.3%, 5.3 × 103 ha). Based upon fine-scale patterns of coastal transgression, we created a practical workflow for spatially explicit quantification of forest retreat rates. Concurrent with rising sea level, coastal forests migrated upslope from 0.63 (± 0.27) m above sea level in 1985 to 0.78 (± 0.32) m above sea level in 2020, and horizontal forest retreat rates accelerated from 3.1 (range of 0–36) m yr−1 during 1985–2000 to 4.7 (0–55) m yr−1 during 2001–2020. As SLR continues to accelerate, our study may serve as a scalable solution for consistent tracking of coastal landscape evolution that is urgently needed for sustainable forest and wetland management. © 2022 Elsevier Inc.",2022,,Remote Sens. Environ.,281,,,,10.1016/j.rse.2022.113229,,#15238,Chen 2022,,
104,Modeling impacts of drought-induced salinity intrusion on carbon dynamics in tidal freshwater forested wetlands,"Wang, H.; Dai, Z.; Trettin, C.C.; Krauss, K.W.; Noe, G.B.; Burton, A.J.; Stagg, C.L.; Ward, E.J.","Tidal freshwater forested wetlands (TFFW) provide critical ecosystem services including an essential habitat for a variety of wildlife species and significant carbon sinks for atmospheric carbon dioxide. However, large uncertainties remain concerning the impacts of climate change on the magnitude and variability of carbon fluxes and storage across a range of TFFW. In this study, we developed a process-driven Tidal Freshwater Wetlands DeNitrification-DeComposition model (TFW-DNDC) that has integrated new features, such as soil salinity effects on plant productivity and soil organic matter decomposition to explore carbon dynamics in the TFFW in response to drought-induced saltwater intrusion. Eight sites along the floodplains of the Waccamaw River (USA) and the Savannah River (USA) were selected to represent the TFFW transition from healthy to moderately and highly salt-impacted forests, and eventually to oligohaline marshes. The TFW-DNDC was calibrated and validated using field observed annual litterfall, stem growth, root growth, soil heterotrophic respiration, and soil organic carbon storage. Analyses indicate that plant productivity and soil carbon sequestration in TFFW could change substantially in response to increased soil pore water salinity and reduced soil water table due to drought, but in interactive ways dependent on the river simulated. These responses are variable due to nonlinear relationships between carbon cycling processes and environmental drivers. Plant productivity, plant respiration, soil organic carbon sequestration rate, and storage in the highly salt-impacted forest sites decreased significantly under drought conditions compared with normal conditions. Considering the high likelihood of healthy and moderately salt-impacted forests becoming highly salt-impacted forests under future climate change and sea-level rise, it is very likely that the TFFW will lose their capacity as carbon sinks without up-slope migration. © 2022 The Ecological Society of America. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.",2022,,Ecol. Appl.,32,8,,,10.1002/eap.2700,,#15245,Wang 2022,,
105,Saltwater and phosphorus drive unique soil biogeochemical processes in freshwater and brackish wetland mesocosms,"Servais, S.; Kominoski, J.S.; Fernandez, M.; Morales, K.","Coastal ecosystems are exposed to saltwater intrusion but differential effects on biogeochemical cycling are uncertain. We tested how elevated salinity and phosphorus (P) individually and interactively affect microbial activities and biogeochemical cycling in freshwater and brackish wetland soils. In experimental mesocosms, we added crossed gradients of elevated concentrations of soluble reactive P (SRP) (0, 20, 40, 60, 80 μg/L) and salinity (0, 4, 7, 12, 16 ppt) to freshwater and brackish peat soils (10, 14, 17, 22, 26 ppt) for 35 d. We quantified changes in water chemistry [dissolved organic carbon (DOC), ammonium ((Formula presented.)), nitrate + nitrite (N + N), SRP concentrations], soil microbial extracellular enzyme activities, respiration rates, microbial biomass C, and soil chemistry (%C, %N, %P, C:N, C:P, N:P). DOC, (Formula presented.), and SRP increased in freshwater but decreased in brackish mesocosms with elevated salinity. DOC similarly decreased in brackish mesocosms with added P, and N + N decreased with elevated salinity in both freshwater and brackish mesocosms. In freshwater soils, water column P uptake occurred only in the absence of elevated salinity and when P was above 40 µg/L. Freshwater microbial EEAs, respiration rates, and microbial biomass C were consistently higher compared to those from brackish soils, and soil phosphatase activities and microbial respiration rates in freshwater soils decreased with elevated salinity. Elevated salinity increased arylsulfatase activities and microbial biomass C in brackish soils, and elevated P increased microbial respiration rates in brackish soils. Freshwater soil %C, %N, %P decreased and C:P and N:P increased with elevated salinity. Elevated P increased %C and C:N in freshwater soils and increased %P but decreased C:P and N:P in brackish soils. Freshwater soils released more C and nutrients than brackish soils when exposed to elevated salinity, and both soils were less responsive to elevated P than expected. Freshwater soils became more nutrient-depleted with elevated salinity, whereas brackish soils were unaffected by salinity but increased P uptake. Microbial activities in freshwater soils were inhibited by elevated salinity and unaffected by added P, but brackish soil microbial activities slightly increased with elevated salinity and P. © 2021 The Authors.",2021,,Ecosphere,12,8,,,10.1002/ecs2.3704,,#15254,Servais 2021,,
106,Effects of constant and fluctuating saltwater addition on CH4 fluxes and methanogens of a tidal freshwater wetland: A mesocosm study,"He, L.; She, C.; Huang, J.; Yang, P.; Yu, H.; Tong, C.","The importance of salinity in regulating CH4 emissions from coastal tidal wetlands has been widely recognized. However, the different effects of constant versus fluctuating salinity increases on CH4 emission and methanogens in both tidal freshwater marsh and floodplains are not yet well understood. We constructed mesocosm experiments on both a Cyperus malaccensis marsh and an adjacent non-vegetation-covered tidal floodplain over one year. We examined the effects of constant freshwater (CF), constant salinity (CS), and fluctuating salinity (FS) on porewater geochemistry, CH4 flux, methanogen abundance, diversity, and community structure in the tidal marsh and floodplain. Compared with CF treatment, methanogen abundance and Chao1 index were significantly lower in the marsh mesocosms under FS and CS treatment, but only in the floodplain mesocosms under CS treatment. CS treatment significantly reduced the proportion of Methanosarcinales but significantly increased the proportion of Methanobacteriales. Porewater SO42− and Cl− concentrations and pH were important factors affecting methanogen abundance and diversity. Both the CS and FS treatments considerably reduced CH4 fluxes in marsh and floodplain mesocosms; the main factor impacting CH4 flux was porewater dissolved CH4 concentration, and both methanogen abundance and Chao1 index were positively correlated with CH4 flux. Our results suggest that both continuous saltwater intrusion caused by sea-level rise and pulse saltwater intrusion perhaps caused by typhoons could reduce CH4 flux from subtropical estuarine tidal freshwater wetlands. © 2022",2022,,Estuar. Coast. Shelf Sci.,277,,,,10.1016/j.ecss.2022.108076,,#15271,He 2022,,
107,Shrub expansion in maritime forest responding to sea level rise,"Sward, R.; Philbrick, A.; Morreale, J.; Baird, C.J.; Gedan, K.","Expansion of shrubs has been observed in a number of biomes and in response to diverse global change drivers. Noting shrub expansion in coastal forests affected by sea level rise, we began to monitor shrub populations in a transgressing loblolly pine forest in coastal Virginia. Forest study plots spanned a gradient of salinity and progression toward a ghost forest state, from high forest with a relatively closed canopy, to mid and low forest, where there were few remaining live canopy trees. Shrubs of the species Morella cerifera were censused for 3 years from 2019 to 2021. Shrub distributions were compared to distributions of the invasive grass Phragmites australis to test if competition with this invasive species played a role in the observed shrub distribution. Shrubs were most abundant in the mid forest, whereas P. australis was most abundant in the low forest, but we did not detect a negative correlation between changes in occupancy of P. australis and shrubs. Rapid growth of shrubs in the mid and high forest radically changed the forest understory structure during the study period. Basal area of shrubs in the mid and high forest tripled, and shrub occupancy increased from 45 to 66% in the high forest, with high patchiness between plots. A flooding event salinized the site in late 2019, during the study. Following the flood, soil porewater salinities in the low forest remained above levels known to cause mortality in M. cerifera for several months. We postulate that high salinity, rather than competition with P. australis, filters M. cerifera from the low forest, whereas moderate salinity in the mid and high forest favors M. cerifera growth and expansion. The increase in shrubs appears to be a hallmark of salt-affected maritime forest, with the shrub front occurring in advance of other indicators of transgression such as P. australis invasion. Copyright © 2023 Sward, Philbrick, Morreale, Baird and Gedan.",2023,,Front. For. Glob. Change,6,,,,10.3389/ffgc.2023.1167880,,#15283,Sward 2023,,
108,Novel microbial community composition and carbon biogeochemistry emerge over time following saltwater intrusion in wetlands,"Dang, C.; Morrissey, E.M.; Neubauer, S.C.; Franklin, R.B.","Sea level rise and changes in precipitation can cause saltwater intrusion into historically freshwater wetlands, leading to shifts in microbial metabolism that alter greenhouse gas emissions and soil carbon sequestration. Saltwater intrusion modifies soil physicochemistry and can immediately affect microbial metabolism, but further alterations to biogeochemical processing can occur over time as microbial communities adapt to the changed environmental conditions. To assess temporal changes in microbial community composition and biogeochemical activity due to saltwater intrusion, soil cores were transplanted from a tidal freshwater marsh to a downstream mesohaline marsh and periodically sampled over 1 year. This experimental saltwater intrusion produced immediate changes in carbon mineralization rates, whereas shifts in the community composition developed more gradually. Salinity affected the composition of the prokaryotic community but did not exert a strong influence on the community composition of fungi. After only 1 week of saltwater exposure, carbon dioxide production doubled and methane production decreased by three orders of magnitude. By 1 month, carbon dioxide production in the transplant was comparable to the saltwater controls. Over time, we observed a partial recovery in methane production which strongly correlated with an increase in the relative abundance of three orders of hydrogenotrophic methanogens. Taken together, our results suggest that ecosystem responses to saltwater intrusion are dynamic over time as complex interactions develop between microbial communities and the soil organic carbon pool. The gradual changes in microbial community structure we observed suggest that previously freshwater wetlands may not experience an equilibration of ecosystem function until long after initial saltwater intrusion. Our results suggest that during this transitional period, likely lasting years to decades, these ecosystems may exhibit enhanced greenhouse gas production through greater soil respiration and continued methanogenesis. © 2018 John Wiley & Sons Ltd",2019,,Global Change Biol.,25,2,549-561,,10.1111/gcb.14486,,#15305,Dang 2019,,
109,Landscape-Level Consequences of Rising Sea-Level on Coastal Wetlands: Saltwater Intrusion Drives Displacement and Mortality in the Twenty-First Century,"Yu, M.; Rivera-Ocasio, E.; Heartsill-Scalley, T.; Davila-Casanova, D.; Rios-López, N.; Gao, Q.","Coastal wetlands are shrinking rapidly due to land-use activities. Accelerated sea-level rise (SLR) associated to the warming climate is also affecting coastal wetlands, particularly in islands with limited coastal plains. We analyzed coastal wetland changes in Puerto Rico by applying the Sea Level Affecting Marshes Model under two scenarios by 2100. We also analyzed mortality and recruitment in a freshwater swamp dominated by the tree Pterocarpus officinalis Jacq. in the context of landscape saltwater-intrusion and drought. Our results indicate mangroves and estuarine water would replace the areas currently covered by other saltwater and freshwater wetlands, and saltmarsh would encounter the most relative loss among wetland types. A moderate SLR of 1 m by 2100 allows expansion of mangroves but would decrease saltmarsh and freshwater wetlands. A 2-m SLR would decrease the distributions of all vegetated wetlands, mostly replaced by estuarine water. In the P. officinalis forest, saltwater-intrusion and drought increased tree mortality during 2003–2015 compared to 1994–2003. Saltwater intrusion had a more significant negative effect on tree recruitment than on mortality in this Pterocarpus forest. Coastal wetlands are facing challenges to their persistence at current locations due to accelerated SLR, limited coastal lands, and a modified hydrological regime. © 2019, US Government.",2019,,Wetlands,39,6,1343-1355,,10.1007/s13157-019-01138-x,,#15306,Yu 2019,,
110,Soil Salinity Impacts Future Community Composition of Coastal Forests,"Woods, N.N.; Swall, J.L.; Zinnert, J.C.","With projected increase in storms, sea-level rise and saltwater intrusion in low-lying terrestrial areas, compositional changes that favor more salt tolerant species are likely to occur. Wetland species are expanding into declining forested communities, primarily dominated by trees. Higher salinities for germination may preclude establishment of tree species. We examined the capacity for coastal tree species (Acer rubrum, Liquidambar styraciflua, Pinus taeda, Celtis occidentalis, Persea borbonia) and a wetland shrub (Morella cerifera) to germinate at salinity concentrations of 0, 2, 5, 10, and 20 ppt. A growth chamber experiment was established examining the effect of salinity on germination of common species found in mixed forests throughout the mid-Atlantic coastal plain and Gulf of Mexico, USA. The study revealed that regeneration from seed will be difficult for most of the selected species at salinities >5 ppt with implications for community composition with continued saltwater intrusion. Germination of A. rubrum was not impacted at higher salinities, with Pinus taeda not as affected other species. Morella cerifera did not have an advantage at the germination stage over selected tree species. Knowing threshold limits of germination response to salinity is critical for identifying future community trajectories. © 2020, Society of Wetland Scientists.",2020,,Wetlands,40,5,1495-1503,,10.1007/s13157-020-01304-6,,#15315,Woods 2020,,
111,Biophysical controls of marsh soil shear strength along an estuarine salinity gradient,"Gillen, M.N.; Messerschmidt, T.C.; Kirwan, M.L.","Sea-level rise, saltwater intrusion, and wave erosion threaten coastal marshes, but the influence of salinity on marsh erodibility remains poorly understood. We measured the shear strength of marsh soils along a salinity and biodiversity gradient in the York River estuary in Virginia to assess the direct and indirect impacts of salinity on potential marsh erodibility. We found that soil shear strength was higher in monospecific salt marshes (5-36 kPa) than in biodiverse freshwater marshes (4-8 kPa), likely driven by differences in belowground biomass. However, we also found that shear strength at the marsh edge was controlled by sediment characteristics, rather than vegetation or salinity, suggesting that inherent relationships may be obscured in more dynamic environments. Our results indicate that York River freshwater marsh soils are weaker than salt marsh soils, and suggest that salinization of these freshwater marshes may lead to simultaneous losses in biodiversity and erodibility. Copyright © 2021 Megan N. Gillen et al.",2021,,Earth Surf. Dyn.,9,3,413-421,,10.5194/esurf-9-413-2021,,#15339,Gillen 2021,,
112,"Effects of Marsh Migration on Flooding, Saltwater Intrusion, and Crop Yield in Coastal Agricultural Land Subject to Storm Surge Inundation","Guimond, J.A.; Michael, H.A.","Low-lying coastlines are vulnerable to sea-level rise and storm surge salinization, threatening the sustainability of coastal farmland. Most crops are intolerant of salinity, and minimization of saltwater intrusion is critical to crop preservation. Coastal wetlands provide numerous ecosystem services, including attenuation of storm surges. However, most research studying coastal protection by marshes neglects consideration of subsurface salinization. Here, we use two-dimensional, variable-density, coupled surface-subsurface hydrological models to explore how coastal wetlands affect surface and subsurface salinization due to storm surges. We evaluate how marsh width, surge height, and upland slope impact the magnitude of saltwater intrusion and the effect of marsh migration into farmland on crop yield. Results suggest that along topographically low coastlines subject to storm surges, marsh migration into agricultural fields prolongs the use of fields landward of the marsh while also protecting groundwater quality. Under a storm surge height of 3.0 m above mean sea level or higher and terrestrial slope of 0.1%, marsh migration of 200 and 400 m protects agricultural yield landward of the marsh-farmland interface compared to scenarios without migration, despite the loss of arable land. Economic calculations show that the maintained yields with 200 m of marsh migration may benefit farmers financially. However, yields are not maintained with migration widths over 400 m or surge height under 3.0 m above mean sea level. Results highlight the environmental and economic benefits of marsh migration and the need for more robust compensation programs for landowners incorporating coastal wetland development as a management strategy. © 2020. American Geophysical Union. All Rights Reserved.",2021,,Water Resour. Res.,57,2,,,10.1029/2020WR028326,,#15354,Guimond 2021,,
113,Modeling Soil Porewater Salinity Response to Drought in Tidal Freshwater Forested Wetlands,"Wang, H.; Krauss, K.W.; Noe, G.B.; Stagg, C.L.; Swarzenski, C.M.; Duberstein, J.A.; Conner, W.H.; DeAngelis, D.L.","There is a growing concern about the adverse effects of saltwater intrusion via tidal rivers, streams, and creeks into tidal freshwater forested wetlands (TFFW) due to sea level rise (SLR) and intense and extended drought events. However, the magnitude and duration of porewater salinity in exceedance of plant salinity stress threshold (2 practical salinity units, psu) and the controlling factors remain unclear. In this study, we developed a TFFW soil porewater salinity model, in which the feedback mechanisms between soil salinity and evapotranspiration and hydraulic conductivity were incorporated. We selected sites (upper, middle, lower tidal freshwater forest sites, and oligohaline marsh site) along the coastal floodplains of two rivers, the Waccamaw River (SC, USA) and the Savannah River (GA and SC, USA), that represent landscape salinity gradients from tidal influence of the Atlantic Ocean. The model results agreed well with field measurements and revealed that with drought-induced saltwater intrusion, the mean annual soil porewater salinity and duration of elevated soil porewater salinity (>2 psu) increased significantly compared to the normal (nondrought) condition, posing a threat to the health and ecosystem services of TFFW even in the absence of SLR. Model results also showed more severe salinity stress under drought for the lower forest sites along the two rivers, where soil salinity values have already been at or in exceedance of the 2 psu threshold. ©2020. American Geophysical Union. All Rights Reserved. This article has been contributed to by US Government employees and their work is in the public domain in the USA.",2020,,J. Geophys. Res. Biogeosci.,125,2,,,10.1029/2018JG004996,,#15364,Wang 2020,,
114,Seeds of change: Characterizing the soil seed bank of a migrating salt marsh,"Kottler, E.J.; Gedan, K.","• Background and Aims The capacity for dispersal to promote or hinder species’ responses to global change remains a major question in ecology. One ecosystem experiencing rapid change is the tidal marsh, which is migrating inland in response to accelerated sea level rise. Few studies to date have investigated the ecological dynamics that impact this large-scale migration. Seed dispersal and persistence in the soil seed bank is a component that can be strongly indicative of community trajectories. With this in mind, the aim of our study was to characterize the germinable seed bank across a marsh–forest ecotone in the Chesapeake Bay. • Methods Soil samples were collected across transects that ran from the high marsh to the coastal loblolly pine forest in a brackish marsh in Blackwater National Wildlife Refuge, MD, USA. Samples were grown in a greenhouse and watered with either freshwater or 3 ppt seawater solution. We compared community composition across transects and between salinity treatments. Additionally, we compared the seed bank with standing vegetation and used seed trait data from the TRY Database to investigate changes in functional traits along this ecotone. • Key Results We found halophytic species dispersing up to 15 m into the forest and a general lack of obligate upland species, including near absence of Pinus taeda, the dominant species in the forest canopy. A majority of species detected in the seed bank were wetland species of various types, with species with wide salinity tolerance arising most frequently. Salinity addition had a significant negative influence on seed bank diversity. • Conclusion Overall, our seed bank results suggest that dispersal and germination under the conditions of saltwater intrusion will limit forest regeneration and favour marsh plant dispersal. This indicates that the ecological processes that determine the soil seed bank community will support continued migration of marsh species into uplands. © The Author(s) 2019. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved.",2020,,Ann. Bot.,125,2,335-344,,10.1093/aob/mcz133,,#15365,Kottler 2020,,
