,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
1798,"Interdisciplinary assessment of sea-level rise and climate change impacts on the lower Nile delta, Egypt","Susnik, J; Vamvakeridou-Lyroudia, LS; Baumert, N; Kloos, J; Renaud, FG; Jeunesse, I; Mabrouk, B; Savic, DA; Kapelan, Z; Ludwig, R; Fischer, G; Roson, R; Zografos, C","CLImate-induced changes on WAter and SECurity (CLIWASEC) was a cluster of three complementary EC-FP7 projects assessing climate-change impacts throughout the Mediterranean on: hydrological cycles (CLIMB CLimate-Induced changes on the hydrology of Mediterranean Basins); water security (WASSERMed - Water Availability and Security in Southern EuRope and the Mediterranean) and human security connected with possible hydro-climatic conflicts (CLICO - CLImate change hydro-COnflicts and human security). The Nile delta case study was common between the projects. CLIWASEC created an integrated forum for modelling and monitoring to understand potential impacts across sectors. This paper summarises key results from an integrated assessment of potential challenges to water-related security issues, focusing on expected sea-level rise impacts by the middle of the century. We use this common focus to illustrate the added value of project clustering. CLIWASEC pursued multidisciplinary research by adopting a single research objective: sea-level rise related water security threats, resulting in a more holistic view of problems and potential solutions. In fragmenting research, policy-makers can fail to understand how multiple issues can materialize from one driver. By combining efforts, an integrated assessment of water security threats in the lower Nile is formulated, offering policy-makers a clearer picture of inter-related issues to society and environment. The main issues identified by each project (land subsidence, saline intrusion - CLIMB; water supply overexploitation, land loss - WASSERMed; employment and housing security - CLICO), are in fact related. Water overexploitation is exacerbating land subsidence and saline intrusion, impacting on employment and placing additional pressure on remaining agricultural land and the underdeveloped housing market. All these have wider implications for regional development. This richer understanding could be critical in making better policy decisions when attempting to mitigate climate and social change impacts. The CLIWASEC clustering offers an encouraging path for the new European Commission Horizon 2020 programme to follow. (C) 2014 Elsevier B.V. All rights reserved.",2015,,SCIENCE OF THE TOTAL ENVIRONMENT,503,,279-288,WOS:000345729000029,10.1016/j.scitotenv.2014.06.111,,#19592,Susnik 2015,,
1799,Influence of Sea Ice Crack Formation on the Spatial Distribution of Nutrients and Microalgae in Flooded Antarctic Multiyear Ice,"Nomura, D; Aoki, S; Simizu, D; Iida, T","Cracks are common and natural features of sea ice formed in the polar oceans. In this study, a sea ice crack in flooded, multiyear, land-fast Antarctic sea ice was examined to assess its influence on biological productivity and the transport of nutrients and microalgae into the upper layers of neighboring sea ice. The water inside the crack and the surrounding host ice were characterized by a strong discoloration (brown color), an indicator of a massive algal bloom. Salinity and oxygen isotopic ratio measurements indicated that 64-84% of the crack water consisted of snow meltwater supplied during the melt season. Measurements of nutrient and chlorophyll a concentrations within the slush layer pool (the flooded layer at the snow-ice interface) revealed the intrusion of water from the crack, likely forced by mixing with underlying seawater during the tidal cycle. Our results suggest that sea ice crack formation provides conditions favorable for algal blooms by directly exposing the crack water to sunlight and supplying nutrients from the under-ice water. Subsequently, constituents of the crack water modified by biological activity were transported into the upper layer of the flooded sea ice. They were then preserved in the multiyear ice column formed by upward growth of sea ice caused by snow ice formation in areas of significant snow accumulation.Plain Language Summary Formation of cracks in sea ice affects the environment associated with biological production and biogeochemical cycling in the surface ocean of sea ice systems. Because cracks are likely to form frequently within the sea ice during the season of ice melting and ice breaking, the contributions of cracks to biological production and biogeochemical cycling may be significant in ice-covered oceans. In the future, the melting of sea ice in polar oceans will strongly affect the output of biogeochemical parameters trapped within sea ice and their use in primary and secondary production within surface oceans. In the case of multiyear, land-fast ice, biogeochemical parameters that accumulate within the ice would be discharged abruptly to ocean surface waters when the multiyear ice breaks up.",2018,,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,123,2,939-951,WOS:000427970400013,10.1002/2017JC012941,,#19594,Nomura 2018,,
1801,Sea level rise effect on seawater intrusion into layered coastal aquifers (simulation using dispersive and sharp-interface approaches),"Mehdizadeh, SS; Karamalipour, SE; Asoodeh, R","Concerning about sea level rise (SLR) effect on seawater intrusion (SWI) has been grown up for the last decade and numerous studies have addressed the extents, rates and timescales associated with SWI induced by SLR mostly for homogeneous cases. In layered aquifers, vertical leakage through layers makes the intrusion mechanism different compared to homogeneous one. In this study, series of simulations using dispersive SEAWAT and a developed sharp -interface models have been carried out to investigate gradual and instantaneous SLR (respectively named GSLR and ISLR) effect on SWI into field-scale layered aquifer with constant freshwater inflow boundary condition. Two scenarios have been defined for this purpose, including an aquitard with two different hydraulic conductivities (i.e.K' [L/T] = 0.01 and 0.0001 m/d) that is placed between two extensively higher permeable layers. By SEAWAT, it is found that for ISLR problem with higher aquitard K' value, where freshwater can leak upward across the aquitard, seawater intrude more appreciable into bottom layer rather than the upper one. For the upper layer, seawater intrude toward land at early times but then naturally driven back to almost its original position (called as overshoot). At the second scenario with lower K' where almost no freshwater can leak upward, the ambient freshwater inflow push the lower layer salt wedge back toward the sea. For the GSLR, gradual increment of seawater head lets the freshwater to be delivered into unsaturated part of the upper layer and hence seawater intrudes through the system but with low rate. At the lower layer of higher K' scenario with GSLR, freshwater upward leakage causes SWI more obvious compare to the other scenario and horizontal freshwater flow prevents seawater to intrude through the lower layer. The sharp -interface model successfully predicted the same trend compare to dispersive SEAWAT model but over -predicted the interface line. It weaker matched with SEAWAT result for lower K'scenario where it cannot successfully predict the correct amount of freshwater upward leakage. (c) 2017 Elsevier Ltd. All rights reserved.",2017,,OCEAN & COASTAL MANAGEMENT,138,,11-18,WOS:000395603700002,10.1016/j.ocecoaman.2017.01.001,,#19600,Mehdizadeh 2017,,
1802,One-dimensional unsteady analytical solution of salinity intrusion in estuaries,"Song, ZY; Huang, XJ; Zhang, HG; Chen, XQ; Kong, J","Based on the one-dimensional salinity transport equation with constant diffusion coefficient, and separated water flow velocity into runoff and tidal current with the single-frequency in art idealized estuary, the simplest unsteady analytical solution of salinity intrusion is deduced and the estimation formula of diffusion coefficient is obtained in this paper. The unsteady solution indicates that salinity process in estuaries results from the interaction of runoff and tidal current, and its amplitude is in direct proportion to the product of the velocity of runoff water and the amplitude of tidal flow velocity and in inverse proportion to the diffusion coefficient and the tidal angular frequency, and its phase lag tidal flow with pi/2 which reveals the basic features of the maximum salinity appearing after flood slack and the minimum salinity appearing before ebb slack under the effect of runoff (the advance or lag time is relative to the magnitude of runoff and tidal flow). According to the measured flow velocity and salinity data, the salinity diffusion coefficient could be estimated. Finally, with the field data of observing sites on the deepwater navigation channel of the Yangtze Estuary, the diffusion coefficient is calculated and a comparative analysis of simulated and measured of salinity process is made. The results show that the solution can comprehensively reflects the basic characteristics and processes of salinity intrusion under the interaction of runoff and tidal flow in estuaries. The solution is not only suitable for theoretical research, hot also convenient for estimating reason-able physical parameters and giving the initial condition in the salinity intrusion numerical simulation.",2008,,CHINA OCEAN ENGINEERING,22,1,113-122,WOS:000254791300010,,,#19601,Song 2008,,
1804,Modeling and uncertainty analysis of seawater intrusion based on surrogate models,"Miao, TS; Lu, WX; Guo, JY; Lin, J; Fan, Y","When using a simulation model to study seawater intrusion (SI), uncertainty in the parameters directly affects the results. The impact of the rise in sea levels due to global warming on SI cannot be ignored. In this paper, the Monte Carlo method is used to analyze the uncertainty in modeling SI. To reduce the computational cost of the repeated invocation of the simulation model as well as time, a surrogate model is established using a radial basis function (RBF)-based neural network method. To enhance the accuracy of the substitution model, input samples are sampled using the Latin hypercube sampling (LHS) method. The results of uncertainty analysis had a high reference value and show the following: (1) The surrogate model created using the RBF method can significantly reduce computational cost and save at least 95% of the time needed for the repeated invocation of the simulation model while maintaining high accuracy. (2) Uncertainty in the parameters and the magnitude of the rise in sea levels have a significant impact on SI. The results of prediction were thus highly uncertain. In practice, it is necessary to quantify uncertainty to provide more intuitive predictions.",2019,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,26,25,26015-26025,WOS:000483698500051,10.1007/s11356-019-05799-3,,#19604,Miao 2019,,
1807,Nitrate transport behavior behind subsurface dams under varying hydrological conditions,"Fang, YH; Zheng, TY; Wang, H; Zheng, XL; Walther, M","The construction of subsurface dams for controlling seawater intrusion triggers the accumulation of nitrate upstreamof a dam. This is raising the concerns about nitrate contamination in those regions of coastal aquifers that are supposed to be used as a fresh groundwater source behind a subsurface dam. Research on this subject has been mostly restricted to the use of a simplified sea boundary (e.g., static and no slope), ignoring sea level fluctuations driven by tides. In this study, the combined effect of tides and subsurface dams on nitrate pollution in upstream groundwater was examined through laboratory experiments and numerical simulations. The results revealed that the difference in the extent of nitrate contamination under various conditions (i.e., static, tidal, static with a dam, and tidal with a dam) was related to the temporal pollution behavior. In the early stage, nitrate contamination in upstream groundwater was essentially identical for different scenarios. Both tides and subsurface dams were found to increase nitrate contamination in upstream aquifers. The extent of nitrate contamination increased with higher tidal amplitudes, whereas the increment was more evident for a large tidal amplitude. The effects of tides and subsurface dams on nitrate contamination were also regulated by the locations and infiltration rates of the pollution source. Interestingly, under the joint action of tides and subsurface dams, the increment in the extent of nitrate pollution was greater than the sumof their individual effects. The increased pollutions caused by subsurface dams and tides were quantified as 9.47% and 37.22%, respectively, whereas the increased value caused by their joint action was measured as 51.10%. These findings suggest that tidal activity should not be overlooked when assessing nitrate contamination in upstream groundwater.",2022,,SCIENCE OF THE TOTAL ENVIRONMENT,838,,,WOS:000884059700005,10.1016/j.scitotenv.2022.155903,,#19618,Fang 2022,,
1809,Isotopic and geochemical characterization of salinization in the shallow aquifers of a reclaimed subsiding zone: The southern Venice Lagoon coastland,"Gattacceca, JC; Vallet-Coulomb, C; Mayer, A; Claude, C; Radakovitch, O; Conchetto, E; Hamelin, B","The coastal plain bordering the southern Venice Lagoon is a reclaimed lowland characterized by high subsidence rate, and ground level and water-table depth below sea level. In this agricultural region, where the surface hydrologic network is entirely artificially controlled by irrigation/drainage canals, salinization problems have long been encountered in soils and groundwaters. Here we use isotopic and geochemical tracers to improve our understanding of the origin of salinization and mineralization of the semi-confined aquifer (0-40 m), and the freshwater inputs to this hydrological system. Water samples have been collected at different seasons in the coastal Adriatic Sea, lagoon, rivers and irrigation canals, as well as in the semi-confined aquifer at depths between 12 and 35 m (14 boreholes), and in the first confined aquifer (three boreholes drilled between 40 and 80 m depth). Stable isotopes (delta O-18 and delta D) and conductivity profiles show that direct saline intrusion from the sea or the lagoon is observed only in a restricted coastal strip, while brackish groundwaters are found over the entire topographic and piezometric depression in the centre of the study area. Fresh groundwaters are found only in the most western zone. The sharp isotopic contrast between the western and central regions suggests disconnected hydrological circulations between these two parts of the shallow aquifer. The border between these two regions also corresponds to the limits of the most strongly subsiding zone.Our results can be interpreted in terms of a four end-member mixing scheme, involving (1) marine water from the lagoon or the open sea, (2) alpine and pre-alpine regional recharge waters carried either by the main rivers Adige, Bacchiglione and Brenta (irrigation waters) or by the regional groundwater circulation, (3) local precipitation, and (4) evaporated waters infiltrated from the surface. Infiltration from the surface is also revealed by the stratification of the electrical conductivity profiles, showing that the brackish groundwaters are overlain by a shallow layer of less saline water all over the central depression. In the first confined aquifer, the groundwaters have isotopic compositions similar to the deep groundwaters of the Venetian confined aquifers (40-400 m depth). The isotopic data and the Br/Cl ratio show that the origin of the salinization of the phreatic aquifer can be ascribed to seawater intrusion alone, with no indication of the involvement of deep brines (identified at 450 m depth) in the process.The chemical composition of the saline and brackish groundwaters is characterized by an excess of sodium and a deficit of calcium compared to conservative mixing between fresh groundwaters and seawater. This suggests that the phreatic aquifer is progressively freshening, as a consequence of the beneficial influence of the extensive irrigation/drainage network, including raised canals acting as a hydraulic barrier along the coast. This freshening tendency may have been lasting since the reclamation in the mid-twentieth century, and has probably been accelerated by the ban on groundwater abstraction since the 1970s. (C) 2009 Elsevier B.V. All rights reserved.",2009,,JOURNAL OF HYDROLOGY,378,1-2,46-61,WOS:000271679700004,10.1016/j.jhydrol.2009.09.005,,#19623,Gattacceca 2009,,
1811,Long-term sustainability of the Vietnamese Mekong Delta in question: An economic assessment of water management alternatives,"Tran, DD; van Halsema, G; Hellegers, PJGJ; Hoang, LP; Ludwig, F","A dense dike system has been built in the upstream floodplains of the Vietnamese Mekong Delta, allowing large scale rice production based on compartmentalized fields and optimized water management. Intensive cultivation has enabled farmers to greatly increase their rice productivity and augment the national food bowl. However, flood-control structures have undermined the water retention capacity, compromising various benefits of floodwaters for delta ecosystems. Effects are both internal and external to farming. Negative internal effects are the large investment requirements and higher farming costs. Negative externalities include increased flood damage, reduced sediment flows, saltwater intrusion and riverbank erosion. In this study, we assessed the effects of three dike-agricultural system scenarios on delta-level sustainability, considering both internal and external effects. Direct and indirect costs were estimated using various methodologies and the literature. Our findings show that extensive development of high dikes on the floodplains is the least economical and most ecologically risky alternative. In this scenario, accelerated high-dike construction exacted a cost 136% greater than the situation represented by the baseline year of 2011. Externalities in this scenario contributed to rising economic losses in both aquaculture and agriculture. The scenario of transforming high-dike into low-dike systems revealed lower water management costs combined with lesser environmental impacts and greater capacity to exploit floodwater benefits. Our findings provide a useful input for decision-makers considering the unintended economic consequences of existing water management strategies. They support a transition to low-dike farming systems for a more sustainable delta.",2019,,AGRICULTURAL WATER MANAGEMENT,223,,,WOS:000495460400029,10.1016/j.agwat.2019.105703,,#19625,Tran 2019,,
1812,"Uncertainty analysis for seawater intrusion in fractured coastal aquifers: Effects of fracture location, aperture, density and hydrodynamic parameters","Koohbor, B; Fahs, M; Ataie-Ashtiani, B; Belfort, B; Simmons, CT; Younes, A","In this study we use polynomial chaos expansion (PCE) to perform uncertainty analysis for seawater intrusion (SWI) in fractured coastal aquifers (FCAs) which is simulated using the coupled discrete fracture network (DFN) and variable-density flow (VDF) models. The DFN-VDF model requires detailed discontinuous analysis of the fractures. In real field applications, these characteristics are usually uncertain which may have a major effect on the predictive capability of the model. Thus, we perform global sensitivity analysis (GSA) to provide a preliminary assessment on how these uncertainties can affect the model outputs. As our conceptual model, we consider fractured configurations of the Henry Problem which is widely used to understand SWI processes. A finite element DFN-VDF model is developed in the framework of COMSOL Multiphysics (R). We examine the uncertainty of several SWI metrics and salinity distribution due to the incomplete knowledge of fracture characteristics. PCE is used as a surrogate model to reduce the computational burden. A new sparse PCE technique is used to allow for high polynomial orders at low computational cost. The Sobol' indices (SIs) are used as sensitivity measures to identify the key variables driving the model outputs uncertainties. The proposed GSA methodology based on PCE and SIs is useful for identifying the source of uncertainties on the model outputs with an affordable computational cost and an acceptable accuracy. It shows that fracture hydraulic conductivity is the first source of uncertainty on the salinity distribution. The imperfect knowledge of fracture location and density affects mainly the toe position and the total flux of saltwater entering the aquifer. Marginal effects based on the PCE are used to understand the effects of fracture characteristics on SWI. The findings provide a technical support for monitoring, controlling and preventing SWI in FCAs.",2019,,JOURNAL OF HYDROLOGY,571,,159-177,WOS:000462692100014,10.1016/j.jhydrol.2019.01.052,,#19626,Koohbor 2019,,
1814,Influence of variable salinity conditions in a tidal creek on riparian groundwater flow and salinity dynamics,"Lenkopane, M; Werner, AD; Lockington, DA; Li, L","While recent studies have revealed that tidal fluctuations in an estuary significantly affect groundwater flows and salt transport in the riparian zone, only seawater salinity in the estuary has been considered. A numerical study is conducted to investigate the influence of estuarine salinity variations on the groundwater flow and salt dynamics in the adjacent aquifer to extend our understanding of these complex and dynamic systems. Tidal salinity fluctuations (synchronous with estuary stage) were found to alter the magnitude and distribution of groundwater discharge to the estuary, which subsequently impacted on groundwater salinity patterns and residence times, especially in the riparian zone. The effects of salinity fluctuations were not fully captured by adopting a constant, time-averaged estuarine salinity. The modelling analysis also included an assessment of the impact of a seasonal freshwater flush in the estuary, similar to that expected in tropical climates (e.g. mean estuary level during flood significantly greater than average), on adjacent groundwater flow and salinity conditions. The three-month freshwater flushing event temporarily disrupted the salt distribution and re-circulation patterns predicted to occur under conditions of constant salinity and tidal water level fluctuations in the estuary. The results indicate that the salinity variations in tidal estuaries impact significantly on estuary-aquifer interaction and need to be accounted for to properly assess salinity and flow dynamics and groundwater residence times of riparian zones. (C) 2009 Elsevier B.V. All rights reserved.",2009,,JOURNAL OF HYDROLOGY,375,3-4,536-545,WOS:000270472100022,10.1016/j.jhydrol.2009.07.004,,#19633,Lenkopane 2009,,
1816,Analytical and numerical analysis of tides and salinities in estuaries; part II: salinity distributions in prismatic and convergent tidal channels,"Kuijper, K; Van Rijn, LC","Estuaries, commonly, are densely populated areas serving the needs of the inhabitants in multiple ways. Often the interests are conflicting and decisions need to be made by the local managers. Intake of fresh water for consumption, agricultural purposes or use by industries may take place within a region not far landward of the limit of salt intrusion. Human interventions (e.g. deepening of the navigation channels) or climate changes (sea level rise, reduction of the river discharge) can bring these intake locations within the reach of saline or brackish water and consequently endanger their function. To support policy and managerial decisions, a profound knowledge of processes associated with the salinity structure in estuaries is required. Although nowadays advanced numerical three-dimensional models are available that are able to cope with the complexity of the physics there is still a need for relatively simple tools for quick-scan actions in a pre-phase of a project or for instructive purposes. The analytical model described in this paper may serve these needs. It computes the maximum salinity distribution using the dispersion coefficient in the mouth as the only model parameter. The model has been calibrated using observational data in a large number of estuaries and experimental data in a tidal flume. The dispersion coefficient was successfully related to geometric and hydrodynamic parameters resulting in an expression that can be used for convergent estuaries as well as prismatic channels, see Eqs. 25a and 25b. Application of the model in a predictive mode showed its promising capabilities. Comparison with three-dimensional numerical models indicates that the channel geometry in the estuary mouth largely influences dispersive processes. The analytical model for salt intrusion may be used in combination with the analytical model for tidal propagation in convergent estuaries and tidal channels by Van Rijn (part I). In this way, input is obtained on the tidal velocity amplitude and the Ch,zy roughness following calibration of this model on tidal amplitudes along the estuary.",2011,,OCEAN DYNAMICS,61,11,1743-1765,WOS:000296638200002,10.1007/s10236-011-0454-z,,#19637,Kuijper 2011,,
1818,Experimental and numerical assessment of saltwater recession in coastal aquifers by constructing check dams,"Mehdizadeh, SS; Ketabchi, H; Ghoroqi, M; Hasanzadeh, AK","Artificial freshwater recharge has been considered as a feasible and effective procedure to mitigate seawater intrusion in coastal regions. The efficiency of freshwater infiltration through a check dam reservoir on saltwater recession (SWR) is investigated using two physical models. The results demonstrate the apparent tendency of recharge freshwater to move horizontally toward the boundaries rather than flowing downward to influence saltwater wedge toe. Thereby, it would affect the saltwater wedge tip instead of its toe due to the new establishment of a positive hydraulic gradient from a dam reservoir to the boundaries. Moreover, numerical dispersive simulations have been carried out on a large-scale aquifer to find the optimum location of the dam as well as the aquifer characteristics impacts on SWR efficiency. The results show that the best location to construct a check dam is immediately above the saltwater wedge toe. It is found that when saltwater head declines, the steeper hydraulic gradient between boundaries is established and the efficiency of recharge performance will be improved. Moreover, the reduction of hydraulic conductivity in vertical direction improves SWR, while higher hydraulic conductivity in the homogeneous cases only accelerates the infiltration rate but has no meaningful effect in the long term. The considered recharge method also works better in scenarios with higher dispersivity. However, the construction of check dams on floodways might be a practical and low-cost solution but it can be concluded that as the dominant direction of the recharged freshwater is toward boundaries, it cannot promptly retreat saltwater around toe position.",2020,,JOURNAL OF CONTAMINANT HYDROLOGY,231,,,WOS:000530026100004,10.1016/j.jconhyd.2020.103637,,#19646,Mehdizadeh 2020,,
1820,Effect of coastal-trapped waves on the synoptic variations of the Yellow Sea Warm Current during winter,"Ding, Y; Bao, XW; Yao, ZG; Song, DH; Song, J; Gao, J; Li, JY","Significant short-term fluctuations of the Yellow Sea Warm Current (YSWC) at several days' time scale were observed in the Yellow Sea (YS) during winter of 2006-2007. Observations indicated that the synoptic fluctuations of the YSWC appear to be associated with low-frequency sea level variations. By analyzing direct current measurements, sea level elevations and results from a regional ocean model, this study characterizes the variation of the YSWC at synoptic time scale and examines its connection with propagation of coastal-trapped waves during winter. The model captures the observed short-term fluctuations of the YSWC at several days' periods and suggests a close relation between coastal-trapped waves and the YSWC variability. The YSWC is intensified (weakened) when the westward sea level-related barotropic pressure gradient is enhanced (diminished) due to the propagation of coastal-trapped waves. Model experiments with idealized periodic surface forcing further identify the important role of the coastal-trapped waves on adjusting the strength of the YSWC. The model results also suggest that the propagation of coastal-trapped waves contribute to the intermittent northwestward intrusion of Cheju Warm Current (CWC) in the frontal region northwest of Cheju. Generation and propagation of the coastal-trapped waves give rise to the westward barotropic pressure gradient in the YS entrance, which periodically pumps the CWC water into the YS interior west of Cheju.",2018,,CONTINENTAL SHELF RESEARCH,167,,14-31,WOS:000446284700002,10.1016/j.csr.2018.08.003,,#19654,Ding 2018,,
1821,Application of artificial intelligence deep learning in numerical simulation of seawater intrusion,"Miao, TS; Guo, JY","Seawater intrusion not only causes fresh water shortages in coastal areas, but also has a negative impact on regional economic and social development. Global climate change will affect precipitation, sea level, and many other factors, which will in turn affect the simulation and prediction results for seawater intrusion. By combining groundwater numerical simulation technology, an atmospheric circulation model, artificial intelligence methods, and simulation optimization methods, this study coupled a numerical simulation model of seawater intrusion with an optimization model to optimize the groundwater exploitation scheme in the study area under the condition of climate change. As a result, a groundwater exploitation scheme was obtained for a typical study area, which provided a scientific basis and a reference for the rational development of effective groundwater resource solutions. The results of this study can be described as follows. (1) By introducing the theory and method of deep learning from artificial intelligence, the problem of complex nonlinear mapping between the inputs and outputs of a three-dimensional variable-density seawater intrusion numerical simulation model under the condition of limited number of training samples is effectively solved, and the approximation accuracy of the surrogate model with respect to the simulation model is improved. (2) By solving the optimization model, a reasonable groundwater exploitation scheme was obtained, which provided a scientific basis for the rational development and efficient use of groundwater resources in the study area.",2021,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,28,38,54096-54104,WOS:000655594900001,10.1007/s11356-021-13680-5,,#19658,Miao 2021,,
1823,"Variation in Salinity Tolerance among Larval Anurans: Implications for Community Composition and the Spread of an Invasive, Non-native Species","Brown, ME; Walls, SC","Amphibians in freshwater coastal wetlands periodically experience acute exposure to salinity from hurricane-related overwash events, as well as chronic exposure associated with rising sea levels. In a comparative experimental approach, we examined whether seven species of anuran amphibians vary in their tolerance to changes in salinity. In a laboratory study, we exposed larval Hyla cinerea (Green Treefrog), H. squirella (Squirrel Treefrog), Litho bates catesbeianus (American Bullfrog), L. sphenocephalus (Southern Leopard Frog), Anaxyrus terrestris (Southern Toad), and Gastrophryne carolinensis (Eastern Narrow-mouthed Toad) from an inland population in north central Florida, USA, and Osteopilus septentrionalis (Cuban Treefrog) tadpoles from an inland population in southwest Florida, to acute salinity for 72 h. For each species, we replicated trials in which tadpoles were exposed to salinities of 0.2 (control), 5, 10, 12, 14, and 16 ppt. For all species, tadpoles reared in the control and 5 ppt treatments had 96.7-100% survival. No individuals of G. carolinensis survived at salinities exceeding 5 ppt and no individuals of any species survived in the 14 or 16 ppt treatments. For all other native species, survival at 10 ppt ranged from 46.7 to 80%, but declined to 0% at 12 ppt (except for H. cinerea, of which only 3.3% survived at 12 ppt). In contrast, all individuals of the invasive, non-native 0. septentrionalis survived exposure to a salinity of 10 ppt, and survival in this species remained relatively high at 12 ppt. Our results illustrate that the non-native 0. septentrionalis has a higher salinity tolerance than the native species tested, which may contribute to its invasion potential. Moreover, species commonly associated with coastal freshwater wetlands differ in their salinity tolerances, suggesting that salt water intrusion due to storm surges and sea level rise may affect the species composition of these ecosystems.",2013,,COPEIA,,3,543-551,WOS:000335277800022,10.1643/CH-12-159,,#19663,Brown 2013,,
1826,Uncertainty Analysis of Numerical Simulation of Seawater Intrusion Using Deep Learning-Based Surrogate Model,"Miao, TS; Huang, H; Guo, JY; Li, GH; Zhang, Y; Chen, NJ","Seawater intrusion is expected to cause a shortage of freshwater resources in coastal areas which will hinder regional economic and social development. The consequences of global climate change include rising sea levels, which also affect the results of the predictions of seawater intrusion that are based on simulations. It is thus important to examine the impact of the randomness in the rise in sea levels on the uncertainty in the results of numerical simulations that are used to predict seawater intrusion. Deep learning has lately emerged as a popular area of research that has been used to establish surrogate models in this context. In this study, the authors have used deep learning to determine the complex and nonlinear mapping relationship between the inputs and outputs of a three-dimensional variable-density numerical model of seawater intrusion in the case of a limited number of training samples, wherein, this has improved the accuracy of the approximation of the surrogate models. We used the rise in sea level as a random variable, and then applied the Monte Carlo method to analyze the influence of randomness on the uncertainty in the results of the numerical predictions of seawater intrusion. Statistical analyses and interval estimations of the Cl- concentration and the area of seawater intrusion were conducted at typical observation wells. The work that is here provides a reliable reference for decision making in the area.",2022,,WATER,14,18,,WOS:000857003400001,10.3390/w14182933,,#19668,Miao 2022,,
1828,Effects of postglacial seawater intrusion on sediment geochemical characteristics in the Romanian sector of the Black Sea,"Ruffine, L; Deusner, C; Haeckel, M; Kossel, E; Toucanne, S; Cheron, S; Boissier, A; Schmidt, M; Donval, JP; Scholz, F; Guyader, V; Ker, S; Riboulot, V","Pore water and sediment geochemistry in the western Black Sea were investigated on long Calypso piston core samples. Using this type of coring device facilitates the recovery of the thick sediment record necessary to analyze transport-reaction processes in response to the postglacial sea-level rise and intrusion of Mediterranean salt water 9 ka ago, and thus, to better characterize key biogeochemical processes and process changes in response to the shift from lacustrine to marine bottom water composition. Complementary data indicate that organic matter degradation occurs in the upper 15 m of the sediment column. However, sulfate reduction coupled with Anaerobic Methane Oxidation (AOM) is the dominant electron-accepting process and characterized by a shallow Sulfate Methane Transition Zone (SMTZ). Net silica dissolution, total alkalinity (TA) maxima and carbonate peaks are found at shallow depths. Pore water profiles clearly show the uptake of K+, Mg2+ and Na+ by, and release of Ca2+ and Sr2+ from the heterogeneous lacustrine sediments, which is likely controlled by chemical reactions of silicate minerals and changes in clay mineral composition. Iron (Fe2+) and manganese (Mn2+) maxima largely coincide with Ca2+ peaks and suggest a close link between Fe2+, Mn2+ and Ca2+ release. We hypothesize that the Fe2+ maxima below the SMTZ result from deep Fe3+ reduction linked to organic matter degradation, either driven by DOC escaping from the shallow sulfate reduction zone or slow degradation of recalcitrant POC. The chemical analysis of dissolved and solid iron species indicates that iron is essentially associated with clay minerals, which suggests that microbial iron reduction is influenced by clay mineral composition and bioavailability of clay mineral-bound Fe(III). Overall, our study suggests that post glacial seawater intrusion plays a major role in shaping redox zonation and geochemical profiles in the lacustrine sediments of the Late Quaternary.",2021,,MARINE AND PETROLEUM GEOLOGY,123,,,WOS:000598421800002,10.1016/j.marpetgeo.2020.104746,,#19672,Ruffine 2021,,
1830,A Numerical Modeling Approach to Predict the Effect of a Storm Surge Barrier on Hydrodynamics and Long-Term Transport Processes in a Partially Mixed Estuary,"Du, JB; Shen, J; Bilkovic, DM; Hershner, CH; Sisson, M","Floodgates or storm surge barriers are increasingly being considered as feasible climate change adaptation strategies to mitigate flooding risk. We developed a numerical modeling approach for a partially mixed estuary to simulate long-term alterations to hydrodynamics and transport processes induced from human modifications; two types of partially embanked storm surge barriers across the mouth of Chesapeake Bay were examined. Under modeled scenarios, surge barriers exerted a significant influence on the tide, salinity, residual current, and transport processes. The surge barrier caused (1) a reduction of tidal range inside the estuary, (2) stronger stratification and further salt intrusion, weaker vertical mixing and larger vertical exchange time, and (3) a decrease of bottom inflow in the mainstem and weakened horizontal water exchange. The change of horizontal water exchange and residence time was not a linear response with the barrier size and it varied at different regions of the estuary. The modeling approach is suitable to assess large-scale long-term ecosystem changes induced by human modifications or adaptations under a changing system.",2017,,ESTUARIES AND COASTS,40,2,387-403,WOS:000398099100005,10.1007/s12237-016-0175-0,,#19676,Du 2017,,
